Question Type,Domain,Language,Difficulty Level,Question Text,Correct Answer,First Answer,Is Correct,Second Answer,Is Correct,Third Answer,Is Correct,Fourth Answer,Is Correct
Open Ended,Software Testing (QA),English,Medium,How do you prioritize test cases in manual testing?,"Prioritize test cases based on factors like risk, criticality of features, usage frequency, regulatory requirements, and impact on the customer.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,Explain the difference between alpha testing and beta testing.,Alpha testing is performed by internal teams at the developer's site to identify bugs before releasing to real users. Beta testing is conducted by actual users in a real environment to gather feedback and uncover issues not found during alpha testing.,,,,,,,,
Open Ended,Software Testing (QA),English,Medium,"What is compliance testing, and when is it necessary?","Compliance testing verifies that the software adheres to laws, regulations, standards, or specifications. It is necessary when software must meet external requirements like industry standards or legal regulations.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,How do you conduct a peer review of test cases?,"Conduct a peer review by having colleagues examine test cases for accuracy, completeness, and compliance with standards, providing feedback and suggesting improvements.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,What is a heuristic test strategy model?,"A heuristic test strategy model provides a flexible approach using experience-based techniques to guide test planning and execution, adapting to the context and specific challenges of the project.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,Explain the concept of test data management.,"Test data management involves creating, maintaining, and provisioning data required for testing, ensuring that test cases have appropriate and valid data to execute effectively.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,"What is exploratory testing, and how does it differ from scripted testing?","Exploratory testing involves simultaneous test design and execution without predefined test cases, relying on the tester's intuition and experience. Scripted testing follows predefined steps and procedures.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,How do you handle incomplete or changing requirements during testing?,"Handle incomplete or changing requirements by maintaining flexibility in test planning, collaborating closely with stakeholders, using exploratory testing, and updating test cases as new information becomes available.",,,,,,,,
Open Ended,Software Testing (QA),English,Medium,"What is monkey testing, and is it effective?",Monkey testing involves inputting random data and interactions to the system to see if it crashes or behaves unexpectedly. It's a form of random testing that can uncover unexpected issues but is not systematic.,,,,,,,,
Open Ended,Software Testing (QA),English,Medium,Describe how you would test a user interface manually.,"Manually test a user interface by verifying visual elements, layout, navigation, responsiveness, consistency, accessibility, and adherence to design standards across different devices and resolutions.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Ce este testarea automatizată și care sunt principalele sale avantaje?,"Testarea automatizată folosește instrumente software pentru a executa automat cazurile de testare. Avantajele includ creșterea eficienței testării, repetabilitatea, acuratețea și capacitatea de a rula teste complexe nesupravegheat.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Explicați diferența dintre Selenium WebDriver și Selenium IDE.,"Selenium WebDriver este un instrument pentru automatizarea testării aplicațiilor web la nivel de cod, suportând diverse limbaje de programare. Selenium IDE este un instrument de înregistrare și redare pentru crearea rapidă de scripturi de testare fără programare.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Care sunt considerațiile cheie atunci când decideți ce teste să automatizați?,"Luați în considerare automatizarea testelor care sunt repetitive, consumatoare de timp, cu risc ridicat, necesită seturi multiple de date sau sunt critice pentru testarea de regresie. Evitați automatizarea testelor care sunt executate rar sau necesită confirmare vizuală.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Ce este un framework în testarea automatizată și de ce este important?,"Un framework de testare automatizată oferă o abordare structurată pentru automatizarea testelor, definind standarde de codare, gestionarea datelor de test, depozite de obiecte și mecanisme de raportare. Îmbunătățește mentenabilitatea și scalabilitatea.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Descrieți pattern-ul de design Page Object Model (POM).,"POM este un pattern de design care creează un depozit de obiecte pentru elementele UI web. Fiecare pagină a aplicației are o clasă de pagină corespunzătoare, care încapsulează elementele și acțiunile, promovând reutilizarea și lizibilitatea codului.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Ce este integrarea continuă și cum se raportează la testarea automatizată?,"Integrarea continuă (CI) este o practică de dezvoltare în care modificările de cod sunt integrate frecvent, declanșând build-uri și teste automate. Testarea automatizată în CI asigură că modificările de cod nu afectează funcționalitatea existentă.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Explicați cum ați gestiona elemente web dinamice în automatizare.,"Gestionați elementele web dinamice folosind strategii precum XPath relativ, selectori CSS, mecanisme de așteptare, utilizarea atributelor elementelor care rămân constante sau folosirea indexării.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Ce este testarea bazată pe date (data-driven testing) și cum este implementată în automatizare?,"Testarea bazată pe date implică rularea aceluiași caz de testare cu multiple seturi de date de intrare. Este implementată prin separarea logicii de testare de datele de test, folosind adesea fișiere externe precum Excel, CSV sau baze de date.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Descrieți utilizarea rapoartelor de testare automatizate și ce ar trebui să includă acestea.,"Rapoartele de testare automatizate oferă informații despre rezultatele execuției testelor. Ar trebui să includă rezumate ale cazurilor de testare, statutul de succes/eșec, timpul de execuție, jurnale de erori, capturi de ecran la eșec și orice excepții întâlnite.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Care este diferența dintre comenzile assert și verify în Selenium?,"'Assert' oprește execuția testului dacă verificarea eșuează, indicând un eșec critic. 'Verify' înregistrează eșecul, dar permite testului să continue, util pentru verificarea multiplelor validări într-un singur test.",,,,,,,,
Open Ended,Software Testing (QA Automation),Romanian,Medium,Cum gestionați datele de testare în testarea automatizată?,"Gestionați datele de testare stocându-le în surse externe precum fișiere sau baze de date, folosind generatoare de date, parametrizând testele și asigurându-vă că datele sunt reutilizabile, ușor de întreținut și sigure.",,,,,,,,
